route_id,origin_latitude,origin_longitude,dest_latitude,dest_longitude,duration,distance,route_type,error_description,test_code,test_error_description
312,38.74080651462452,-9.189411597125408,38.713857179374784,-9.153479150125769,1403.9,6.703,shortest,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1336.8,6.53,safest,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1293.7,6.362,balanced,,,
753,38.77224740574922,-9.162462261875678,38.77224740574922,-9.11754670312613,1293.7,6.362,shortest,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1155.4,5.475,safest,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1143.8,5.417,balanced,,,
808,38.75428118224939,-9.157970706000723,38.75428118224939,-9.113055147251176,1143.8,5.417,shortest,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1711.3,7.995,safest,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1386.7,6.211,balanced,,,
1016,38.7228402911247,-9.140004482500904,38.74978962637444,-9.104072035501266,1281.7,6.24,shortest,,,
302,38.72733184699965,-9.189411597125408,38.72733184699965,-9.14449603837586,1330.6,6.636,safest,,,
302,38.72733184699965,-9.189411597125408,38.72733184699965,-9.14449603837586,1330.6,6.636,balanced,,,
